locus_tag,gene,product,start,end,strand
SPN23F_RS06020,rplS,50S ribosomal protein L19,1163514,1163861,-
SPN23F_RS06025,crcB,fluoride efflux transporter CrcB,1163980,1164309,-
SPN23F_RS06030,crcB,fluoride efflux transporter CrcB,1164303,1164677,-
SPN23F_RS06035,,chorismate mutase,1164674,1164940,-
SPN23F_RS06040,,flavodoxin,1165056,1165499,-
SPN23F_RS06045,,DHH family phosphoesterase,1165603,1166538,+
SPN23F_RS06050,,type B 50S ribosomal protein L31,1166634,1166876,+
SPN23F_RS06055,,iron permease,1166948,1167145,-
SPN23F_RS12315,,transposase,1167148,1167899,-
SPN23F_RS06075,gdhA,NADP-specific glutamate dehydrogenase,1168236,1169582,+
SPN23F_RS13545,,hypothetical protein,1170088,1170258,-
SPN23F_RS06085,,ATP-binding cassette domain-containing protein,1170271,1170843,-
SPN23F_RS12320,,IS5 family transposase,1170866,1171669,-
SPN23F_RS12990,,IS66 family transposase,1171762,1172424,-
SPN23F_RS06110,,IS66 family transposase,1172530,1172973,-
SPN23F_RS06115,,transposase,1172946,1173254,+
SPN23F_RS06120,tnpB,IS66 family insertion sequence element accessory protein TnpB,1173409,1173675,-
SPN23F_RS06125,,hypothetical protein,1173713,1173898,-
SPN23F_RS06130,,V-type ATP synthase subunit D,1174171,1174782,-
SPN23F_RS06135,,V-type ATP synthase subunit B,1174805,1176190,-
SPN23F_RS06140,,V-type ATP synthase subunit A,1176191,1177966,-
SPN23F_RS06145,,V-type ATP synthase subunit F,1178029,1178349,-
SPN23F_RS06150,,V-type ATPase subunit,1178339,1179346,-
SPN23F_RS06155,,hypothetical protein,1179411,1179992,-
SPN23F_RS13000,,V-type ATP synthase subunit K,1180026,1180502,-
SPN23F_RS06165,,V-type ATP synthase subunit I,1180518,1182509,-
SPN23F_RS06170,,hypothetical protein,1182499,1182822,-
SPN23F_RS06175,,ROK family protein,1182847,1183737,-
SPN23F_RS06180,,Gfo/Idh/MocA family protein,1183894,1185003,-
SPN23F_RS06185,,sialidase family protein,1185043,1187265,-
SPN23F_RS06190,,NanQ anomerase/TabA/YiaL family protein,1187267,1187725,-
SPN23F_RS06195,,sodium:solute symporter family protein,1187751,1189292,-
SPN23F_RS06200,,N-acetylneuraminate lyase,1189320,1190237,-
SPN23F_RS06205,,N-acetylmannosamine-6-phosphate 2-epimerase,1190262,1190951,-
SPN23F_RS06210,,ISL3 family transposase,1191723,1192979,+
SPN23F_RS06215,,MurR/RpiR family transcriptional regulator,1193090,1193860,-
SPN23F_RS06220,,DUF624 domain-containing protein,1194026,1194634,+
SPN23F_RS12335,,IS3 family transposase,1195779,1196220,-
SPN23F_RS12335,,IS3 family transposase,1194869,1195779,-
SPN23F_RS13005,,hypothetical protein,1196516,1196653,-
SPN23F_RS06235,,membrane protein,1196787,1198106,-
SPN23F_RS06240,,ABC transporter ATP-binding protein,1198109,1198849,-
SPN23F_RS12340,,ABC transporter ATP-binding protein,1198864,1200471,-
SPN23F_RS06250,,prolyl oligopeptidase family serine peptidase,1200468,1202408,-
SPN23F_RS06255,,class III lanthionine synthetase LanKC N-terminal domain-containing protein,1202441,1205050,-
SPN23F_RS13010,,hypothetical protein,1205229,1205366,-
SPN23F_RS06260,,CPBP family intramembrane glutamic endopeptidase,1205568,1206155,-
SPN23F_RS13915,,transcriptional regulator,1206158,1206391,-
SPN23F_RS06265,,thioredoxin domain-containing protein,1206404,1206784,-
SPN23F_RS06270,,hypothetical protein,1206777,1207100,-
SPN23F_RS06275,,replication initiator protein A,1207111,1207362,-
SPN23F_RS13555,,hypothetical protein,1207362,1207532,-
SPN23F_RS06280,,tyrosine-type recombinase/integrase,1207785,1208972,-
SPN23F_RS06285,,DUF3173 family protein,1208944,1209213,-
SPN23F_RS06290,,helix-turn-helix domain-containing protein,1209486,1209710,-
SPN23F_RS06295,,SAG1250 family conjugative relaxase,1209814,1211643,-
SPN23F_RS06300,,MobC family plasmid mobilization relaxosome protein,1211630,1211995,-
SPN23F_RS06305,,SAG1252 family conjugative relaxosome accessory protein,1212000,1212356,-
SPN23F_RS06310,,hypothetical protein,1212740,1212994,-
SPN23F_RS06315,,ATP-dependent helicase,1213060,1217064,-
SPN23F_RS06320,,hypothetical protein,1217186,1217572,-
SPN23F_RS06325,,helix-turn-helix transcriptional regulator,1217644,1218594,-
SPN23F_RS06330,,hypothetical protein,1218679,1219797,-
SPN23F_RS06335,,KAP family P-loop NTPase fold protein,1220059,1221870,-
SPN23F_RS06340,,hypothetical protein,1222272,1222538,-
SPN23F_RS06345,,HAD family hydrolase,1222525,1223229,-
SPN23F_RS06350,,HD domain-containing protein,1223282,1223848,-
SPN23F_RS06355,,hypothetical protein,1223941,1224165,-
SPN23F_RS06360,,hypothetical protein,1224254,1224871,-
SPN23F_RS06365,,hypothetical protein,1225193,1225915,-
SPN23F_RS06370,,protein rep,1226244,1227167,+
SPN23F_RS06375,catA,type A chloramphenicol O-acetyltransferase,1227963,1228682,-
SPN23F_RS06380,,LEM-3-like GIY-YIG domain-containing protein,1228853,1229101,-
SPN23F_RS06385,,hypothetical protein,1229340,1230128,-
SPN23F_RS06390,pezT,type II toxin-antitoxin system toxin PezT,1230604,1231362,-
SPN23F_RS06395,pezA,type II toxin-antitoxin system antitoxin PezA,1231362,1231838,-
SPN23F_RS06400,,hypothetical protein,1231908,1232180,-
SPN23F_RS06405,,DUF5945 family protein,1232218,1232601,-
SPN23F_RS06410,,DUF5965 family protein,1232598,1232831,-
SPN23F_RS06415,,toprim domain-containing protein,1232882,1233967,-
SPN23F_RS06420,,hypothetical protein,1233977,1234618,-
SPN23F_RS06425,,peptidase domain-containing ABC transporter,1234839,1236962,-
SPN23F_RS06430,,type 2 lanthipeptide synthetase LanM family protein,1236969,1240220,-
SPN23F_RS06435,,plantaricin C family lantibiotic,1240303,1240518,-
SPN23F_RS06440,,ABC transporter permease,1240663,1241391,-
SPN23F_RS06445,,ABC transporter permease,1241392,1242141,-
SPN23F_RS06450,,ABC transporter ATP-binding protein,1242125,1243060,-
SPN23F_RS13560,,hypothetical protein,1243238,1243411,-
SPN23F_RS06460,,helix-turn-helix domain-containing protein,1243602,1244462,+
SPN23F_RS06465,,DUF5966 family protein,1244545,1244835,-
SPN23F_RS06470,,DUF5962 family protein,1244849,1245133,-
SPN23F_RS06475,,DEAD/DEAH box helicase family protein,1245208,1246152,-
SPN23F_RS06480,ltrA,group II intron reverse transcriptase/maturase,1246260,1248071,-
SPN23F_RS06485,,SNF2-related protein,1248638,1253932,-
SPN23F_RS06490,,thrombospondin type 3 repeat-containing protein,1253980,1254390,-
SPN23F_RS06495,,PBECR4 domain-containing protein,1254542,1255108,-
SPN23F_RS13565,,hypothetical protein,1255127,1255315,+
SPN23F_RS06500,,phage tail tip lysozyme,1255346,1258159,-
SPN23F_RS06505,,VirB4-like conjugal transfer ATPase%2C CD1110 family,1258171,1260528,-
SPN23F_RS06510,,PrgI family protein,1260476,1260838,-
SPN23F_RS06515,,conjugal transfer protein TrbL,1260892,1261746,-
SPN23F_RS06520,,hypothetical protein,1261763,1262005,-
SPN23F_RS06525,,VirD4-like conjugal transfer protein%2C CD1115 family,1262026,1263903,-
SPN23F_RS06530,,hypothetical protein,1263903,1264391,-
SPN23F_RS06535,,hypothetical protein,1264381,1264680,-
SPN23F_RS06540,,nucleotidyl transferase AbiEii/AbiGii toxin family protein,1264963,1265799,-
SPN23F_RS06545,,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein,1265799,1266389,-
SPN23F_RS06550,,YdcP family protein,1266820,1267134,+
SPN23F_RS06555,,YdcP family protein,1267150,1267536,+
SPN23F_RS06560,,FtsK/SpoIIIE domain-containing protein,1267565,1268950,+
SPN23F_RS06565,mobT,MobT family relaxase,1269128,1270333,+
SPN23F_RS06570,,hypothetical protein,1270376,1270597,+
SPN23F_RS06575,,antirestriction protein ArdA,1270714,1271211,+
SPN23F_RS06580,,conjugal transfer protein,1271300,1271692,+
SPN23F_RS06585,tcpF,conjugal transfer ATPase TcpF,1271676,1274123,+
SPN23F_RS06590,,CD3337/EF1877 family mobilome membrane protein,1274126,1276298,+
SPN23F_RS06595,,bifunctional lytic transglycosylase/C40 family peptidase,1276295,1277296,+
SPN23F_RS06600,,conjugal transfer protein,1277293,1278225,+
SPN23F_RS14255,,hypothetical protein,1278539,1278586,+
SPN23F_RS06605,tet(M),tetracycline resistance ribosomal protection protein Tet(M),1278602,1280521,+
SPN23F_RS12370,,cysteine-rich KTR domain-containing protein,1280622,1280807,+
SPN23F_RS06610,,helix-turn-helix transcriptional regulator,1280867,1281220,-
SPN23F_RS06615,,sigma-70 family RNA polymerase sigma factor,1281725,1282147,+
SPN23F_RS06620,,helix-turn-helix domain-containing protein,1282144,1282374,+
SPN23F_RS06625,,excisionase,1282835,1283038,+
SPN23F_RS06630,,tyrosine-type recombinase/integrase,1283120,1284336,+
SPN23F_RS06640,,CPBP family intramembrane glutamic endopeptidase,1284551,1285138,-
SPN23F_RS06645,,hypothetical protein,1285141,1285374,-
SPN23F_RS06650,,thioredoxin domain-containing protein,1285387,1285767,-
SPN23F_RS06655,,hypothetical protein,1285760,1286209,-
SPN23F_RS06660,dcm,DNA (cytosine-5-)-methyltransferase,1286193,1287551,-
SPN23F_RS06665,,replication initiator protein A,1287650,1288429,-
SPN23F_RS13570,,hypothetical protein,1288426,1288599,-
SPN23F_RS06675,rplL,50S ribosomal protein L7/L12,1288801,1289169,-
SPN23F_RS06680,rplJ,50S ribosomal protein L10,1289245,1289745,-
SPN23F_RS06685,,TRZ/ATZ family protein,1289995,1291254,-
SPN23F_RS06690,,ABC transporter ATP-binding protein,1291601,1293349,-
SPN23F_RS06695,,ABC transporter ATP-binding protein,1293351,1295075,-
SPN23F_RS06700,msrB,peptide-methionine (R)-S-oxide reductase MsrB,1295133,1296071,-
SPN23F_RS06705,thrB,homoserine kinase,1296321,1297190,-
SPN23F_RS06710,,homoserine dehydrogenase,1297192,1298478,-
SPN23F_RS06715,mecA,adaptor protein MecA,1298629,1299366,-
SPN23F_RS06720,tarQ,teichoic acid biosynthesis protein TarQ,1299566,1300600,-
SPN23F_RS06725,,O-antigen polysaccharide polymerase Wzy family protein,1300629,1302062,-
SPN23F_RS06730,,glycosyltransferase family 2 protein,1302078,1303064,-
SPN23F_RS06735,,glycosyltransferase,1303066,1304169,-
SPN23F_RS06740,,LicD family protein,1304159,1305004,-
SPN23F_RS06745,psr,polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase Psr,1305283,1306557,-
SPN23F_RS06750,pheA,prephenate dehydratase,1306554,1307402,-
SPN23F_RS06755,,shikimate kinase,1307399,1307875,-
SPN23F_RS06760,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,1307868,1309151,-
SPN23F_RS06765,,YlbF/YmcA family competence regulator,1309243,1309581,-
SPN23F_RS06770,,prephenate dehydrogenase,1309592,1310695,-
SPN23F_RS06775,aroC,chorismate synthase,1310705,1311871,-
SPN23F_RS06780,aroB,3-dehydroquinate synthase,1311881,1312948,-
SPN23F_RS06785,,shikimate dehydrogenase,1312967,1313821,-
SPN23F_RS06790,aroD,type I 3-dehydroquinate dehydratase,1313811,1314488,-
SPN23F_RS06795,,class I SAM-dependent rRNA methyltransferase,1314485,1315648,-
SPN23F_RS06800,,hypothetical protein,1316333,1317967,-
SPN23F_RS06805,,ABC transporter ATP-binding protein,1317948,1318697,-
SPN23F_RS06810,,alpha-amylase,1318876,1320330,+
SPN23F_RS06815,alaS,alanine--tRNA ligase,1320420,1323038,-
SPN23F_RS06820,,LURP-one-related/scramblase family protein,1323060,1323545,-
SPN23F_RS06825,,hypothetical protein,1323820,1324059,-
SPN23F_RS06830,,ABC transporter substrate-binding protein,1324320,1325390,-
SPN23F_RS06835,,ABC transporter permease,1325387,1326160,-
SPN23F_RS06840,,ABC transporter permease,1326157,1326963,-
SPN23F_RS06845,,ABC transporter ATP-binding protein,1326944,1328101,-
SPN23F_RS06850,murB,UDP-N-acetylmuramate dehydrogenase,1328160,1329110,-
SPN23F_RS06855,,YhfC family intramembrane metalloprotease,1329222,1329974,-
SPN23F_RS06860,budA,acetolactate decarboxylase,1329984,1330715,-
SPN23F_RS06865,,aminotransferase-like domain-containing protein,1330857,1332128,+
SPN23F_RS06870,,ABC transporter substrate-binding protein,1332148,1332963,-
SPN23F_RS06875,phoU,phosphate signaling complex protein PhoU,1333120,1333773,-
SPN23F_RS06880,pstB,phosphate ABC transporter ATP-binding protein PstB,1333785,1334543,-
SPN23F_RS06885,pstB,phosphate ABC transporter ATP-binding protein PstB,1334556,1335359,-
SPN23F_RS06890,pstA,phosphate ABC transporter permease PstA,1335370,1336254,-
SPN23F_RS06895,pstC,phosphate ABC transporter permease subunit PstC,1336244,1337161,-
SPN23F_RS06900,pstS,phosphate ABC transporter substrate-binding protein PstS,1337161,1338039,-
SPN23F_RS06905,,RsmF rRNA methyltransferase first C-terminal domain-containing protein,1338613,1339917,-
SPN23F_RS06910,,inositol monophosphatase family protein,1339918,1340691,-
SPN23F_RS06915,,UPF0223 family protein,1340681,1340959,-
SPN23F_RS06920,,Spx/MgsR family RNA polymerase-binding regulatory protein,1340959,1341360,-
SPN23F_RS06925,,TIGR01906 family membrane protein,1341570,1342187,-
SPN23F_RS06930,,TIGR01457 family HAD-type hydrolase,1342177,1342950,-
SPN23F_RS06935,,acyl-[acyl-carrier-protein] thioesterase,1342961,1343698,-
SPN23F_RS06940,hemW,radical SAM family heme chaperone HemW,1343703,1344833,-
SPN23F_RS06945,,YtxH domain-containing protein,1344917,1345306,-
SPN23F_RS06950,,DUF948 domain-containing protein,1345322,1345705,-
SPN23F_RS06955,lgt,prolipoprotein diacylglyceryl transferase,1345706,1346494,-
SPN23F_RS06960,hprK,HPr(Ser) kinase/phosphatase,1346487,1347422,-
SPN23F_RS06965,rpsU,30S ribosomal protein S21,1347552,1347728,-
SPN23F_RS06970,,glucosamine-6-phosphate deaminase,1347868,1348575,-
SPN23F_RS06975,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,1348726,1349754,+
SPN23F_RS14125,,N-acetylmuramoyl-L-alanine amidase family protein,1350415,1350804,-
SPN23F_RS14210,,G5 domain-containing protein,1350858,1351565,-
SPN23F_RS06990,,GNAT family N-acetyltransferase,1352264,1352815,-
SPN23F_RS06995,nadE,ammonia-dependent NAD(+) synthetase,1353165,1353989,-
SPN23F_RS07000,,nicotinate phosphoribosyltransferase,1353986,1355446,-
SPN23F_RS07005,,DUF6773 family protein,1355562,1356050,-
SPN23F_RS07010,,helix-turn-helix transcriptional regulator,1356040,1356249,-
SPN23F_RS07015,,hypothetical protein,1356635,1357105,-
SPN23F_RS07020,,ABC transporter ATP-binding protein,1357130,1358001,-
SPN23F_RS07025,,U32 family peptidase C-terminal domain-containing protein,1358358,1359086,-
SPN23F_RS12405,,CHY zinc finger protein,1359346,1359657,-
SPN23F_RS07035,,peptidase U32 family protein,1359672,1360958,-
SPN23F_RS13930,,ApaLI family restriction endonuclease,1361555,1362139,+
SPN23F_RS07050,,DNA-methyltransferase,1362136,1363326,+
SPN23F_RS07055,,helix-turn-helix domain-containing protein,1363841,1364833,-
SPN23F_RS07060,,ABC transporter ATP-binding protein,1364993,1366747,+
SPN23F_RS07065,,ABC transporter ATP-binding protein,1366731,1368452,+
SPN23F_RS07070,,MptD family putative ECF transporter S component,1368463,1369047,+
SPN23F_RS07075,,energy-coupling factor transporter transmembrane component T family protein,1369047,1369742,+
SPN23F_RS07080,,ABC transporter ATP-binding protein,1369730,1371094,+
SPN23F_RS07085,,IS66 family transposase,1371776,1372325,-
SPN23F_RS13935,,IS66 family transposase,1372428,1372948,-
SPN23F_RS07100,,hypothetical protein,1372929,1373123,-
SPN23F_RS07105,tnpB,IS66 family insertion sequence element accessory protein TnpB,1373293,1373586,-
SPN23F_RS07110,,hypothetical protein,1373624,1373809,-
SPN23F_RS07115,guaA,glutamine-hydrolyzing GMP synthase,1374113,1375675,-
SPN23F_RS07120,,GntR family transcriptional regulator,1375817,1376515,+
SPN23F_RS07125,,DMT family transporter,1376558,1377454,-
SPN23F_RS07130,,serine hydrolase domain-containing protein,1377463,1378398,-
SPN23F_RS07135,,CppA family protein,1378395,1379120,-
SPN23F_RS07140,,SGNH/GDSL hydrolase family protein,1379204,1379839,-
SPN23F_RS07145,,HAD family hydrolase,1379841,1380668,-
SPN23F_RS07150,,hypothetical protein,1380690,1381025,-
SPN23F_RS07155,,CapA family protein,1381026,1381742,-
SPN23F_RS07170,def,peptide deformylase,1382255,1382866,+
SPN23F_RS07175,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,1382911,1383639,+
SPN23F_RS07180,trxB,thioredoxin-disulfide reductase,1383678,1384589,-
SPN23F_RS07185,,DUF4059 family protein,1384655,1384879,-
SPN23F_RS07190,,amino acid ABC transporter ATP-binding protein,1384957,1385700,-
SPN23F_RS07195,,amino acid ABC transporter permease,1385700,1386500,-
SPN23F_RS07200,,arsenate reductase family protein,1386658,1387014,-
SPN23F_RS07205,,methylated-DNA--[protein]-cysteine S-methyltransferase,1387027,1387539,-
SPN23F_RS07210,,GNAT family N-acetyltransferase,1387539,1388033,-
SPN23F_RS07215,,DUF1836 domain-containing protein,1388168,1388614,+
SPN23F_RS07220,trhA,PAQR family membrane homeostasis protein TrhA,1388611,1389258,+
SPN23F_RS07225,pdxT,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,1389279,1389860,-
SPN23F_RS07230,pdxS,pyridoxal 5'-phosphate synthase lyase subunit PdxS,1389861,1390736,-
SPN23F_RS07235,nox,H2O-forming NADH oxidase,1390888,1392267,-
SPN23F_RS07240,,FAD:protein FMN transferase,1392561,1393484,+
SPN23F_RS07245,,NADPH-dependent FMN reductase,1393544,1394149,+
SPN23F_RS07250,,NAD(P)H-dependent oxidoreductase,1394167,1395411,+
SPN23F_RS07255,,DUF896 family protein,1395634,1395891,-
SPN23F_RS07260,glyS,glycine--tRNA ligase subunit beta,1395933,1397969,-
SPN23F_RS07265,glyQ,glycine--tRNA ligase subunit alpha,1398229,1399146,-
SPN23F_RS07270,,hypothetical protein,1399165,1399926,-
SPN23F_RS07275,,aldo/keto reductase,1400199,1401041,-
SPN23F_RS07280,pgdA,peptidoglycan-N-acetylglucosamine deacetylase PgdA,1401155,1402546,-
SPN23F_RS07285,,PD-(D/E)XK nuclease family transposase,1402784,1403219,-
SPN23F_RS07290,,Gfo/Idh/MocA family protein,1403373,1404350,+
SPN23F_RS07295,,DEAD/DEAH box helicase,1404347,1405429,+
SPN23F_RS12425,,IS630 family transposase,1405493,1406523,-
SPN23F_RS12435,,transposase,1406983,1408291,+
SPN23F_RS07335,tuf,elongation factor Tu,1408400,1409596,-
SPN23F_RS07340,,IS30-like element ISSpn8 family transposase,1409760,1410713,-
SPN23F_RS07345,gla,aquaglyceroporin Gla,1411751,1412620,-
SPN23F_RS07350,,mucin-binding protein,1412844,1413365,-
SPN23F_RS07355,,MucBP domain-containing protein,1413323,1414429,-
SPN23F_RS07360,,hypothetical protein,1414540,1414794,-
SPN23F_RS14215,,hypothetical protein,1414788,1415030,-
SPN23F_RS13940,,IS630 family transposase,1415134,1415979,-
SPN23F_RS07385,,phospho-sugar mutase,1416213,1417931,+
SPN23F_RS07390,,thioredoxin,1418042,1418389,+
SPN23F_RS07395,,amino acid ABC transporter substrate-binding protein,1418667,1419503,-
SPN23F_RS07400,,amino acid ABC transporter ATP-binding protein,1419516,1420145,-
SPN23F_RS07405,,amino acid ABC transporter permease,1420155,1420796,-
SPN23F_RS07410,,tetratricopeptide repeat protein,1420942,1422171,-
SPN23F_RS07415,,AI-2E family transporter,1422161,1423327,-
SPN23F_RS07420,,lactonase family protein,1423471,1424484,+
SPN23F_RS07425,,F0F1 ATP synthase subunit epsilon,1424529,1424948,-
SPN23F_RS07430,atpD,F0F1 ATP synthase subunit beta,1424959,1426365,-
SPN23F_RS07435,,F0F1 ATP synthase subunit gamma,1426451,1427329,-
SPN23F_RS07440,atpA,F0F1 ATP synthase subunit alpha,1427345,1428850,-
SPN23F_RS07445,,F0F1 ATP synthase subunit delta,1428865,1429401,-
SPN23F_RS07450,atpF,F0F1 ATP synthase subunit B,1429401,1429895,-
SPN23F_RS07455,atpB,F0F1 ATP synthase subunit A,1429909,1430625,-
SPN23F_RS07460,,F0F1 ATP synthase subunit C,1430660,1430860,-
SPN23F_RS07465,,IS30 family transposase,1430935,1431942,-
SPN23F_RS07470,,GNAT family N-acetyltransferase,1432387,1432785,-
SPN23F_RS07480,greA,transcription elongation factor GreA,1433113,1433595,-
SPN23F_RS07485,mltG,endolytic transglycosylase MltG,1433666,1435321,-
SPN23F_RS07490,,GNAT family N-acetyltransferase,1435402,1435896,-
SPN23F_RS07495,,GNAT family N-acetyltransferase,1435893,1436357,-
SPN23F_RS07500,murC,UDP-N-acetylmuramate--L-alanine ligase,1436367,1437701,-
SPN23F_RS07505,,hypothetical protein,1437712,1438350,-
SPN23F_RS07510,,DEAD/DEAH box helicase,1438398,1441496,-
SPN23F_RS07515,,MalY/PatB family protein,1441589,1442755,-
SPN23F_RS07520,,cystathionine gamma-synthase,1442763,1443857,-
SPN23F_RS13945,,ABC transporter ATP-binding protein,1444015,1444737,-
SPN23F_RS13950,,ABC transporter transmembrane domain-containing protein,1444924,1445697,-
SPN23F_RS07530,,peptide ABC transporter substrate-binding protein,1445869,1447827,-
SPN23F_RS07535,,putative polysaccharide biosynthesis protein,1448031,1449653,-
SPN23F_RS07540,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,1449759,1451204,+
SPN23F_RS07545,,CsbD family protein,1451247,1451444,-
SPN23F_RS07550,,DUF1803 domain-containing protein,1451545,1452194,-
SPN23F_RS07555,,YiiX/YebB-like N1pC/P60 family cysteine hydrolase,1452178,1452690,-
SPN23F_RS07560,,manganese-dependent inorganic pyrophosphatase,1452776,1453711,-
SPN23F_RS07565,,GIY-YIG nuclease family protein,1453782,1454081,-
SPN23F_RS07570,,tRNA1(Val) (adenine(37)-N6)-methyltransferase,1454071,1454820,-
SPN23F_RS07575,,S1 RNA-binding domain-containing protein,1454874,1455233,-
SPN23F_RS07580,,bifunctional Cof-type HAD-IIB family hydrolase/peptidylprolyl isomerase,1455235,1456635,-
SPN23F_RS07585,rpsR,30S ribosomal protein S18,1456930,1457169,-
SPN23F_RS07590,ssbA,single-stranded DNA-binding protein SsbA,1457201,1457671,-
SPN23F_RS07595,rpsF,30S ribosomal protein S6,1457683,1457973,-
SPN23F_RS07600,asnS,asparagine--tRNA ligase,1458126,1459469,-
SPN23F_RS13035,,VOC family protein,1459488,1459853,-
SPN23F_RS07610,,pyridoxal phosphate-dependent aminotransferase,1459846,1461033,-
SPN23F_RS07615,,cell wall elongation regulator TseB-like domain-containing protein,1461030,1461518,-
SPN23F_RS07625,,NADPH-dependent FMN reductase,1461839,1462387,+
SPN23F_RS07630,pclA,pneumococcal collagen-like adhesin PclA,1462624,1467948,-
SPN23F_RS07635,pclR,virulence transcriptional activator PclR,1468164,1469648,+
SPN23F_RS07640,yaaA,peroxide stress protein YaaA,1469699,1470427,-
SPN23F_RS07645,,YczI family protein,1470506,1470670,-
SPN23F_RS07650,,hypothetical protein,1470849,1472444,-
SPN23F_RS07655,,peptide deformylase,1472456,1472866,-
SPN23F_RS07660,yghU,glutathione-dependent disulfide-bond oxidoreductase,1472982,1473773,-
SPN23F_RS07665,,cation-translocating P-type ATPase,1473786,1476482,-
SPN23F_RS07670,mntE,CDF family manganese efflux transporter MntE,1476786,1477970,+
SPN23F_RS07675,,ABC-F family ATP-binding cassette domain-containing protein,1478113,1479984,-
SPN23F_RS07680,,CCA tRNA nucleotidyltransferase,1479981,1481180,-
SPN23F_RS07685,dapB,4-hydroxy-tetrahydrodipicolinate reductase,1481177,1481944,-
SPN23F_RS07690,,DegV family protein,1482210,1483058,-
SPN23F_RS07695,,DUF1149 family protein,1483060,1483434,-
SPN23F_RS07700,glmM,phosphoglucosamine mutase,1483508,1484860,-
SPN23F_RS07705,,CdaR family protein,1484884,1485663,-
SPN23F_RS07710,cdaA,diadenylate cyclase CdaA,1485650,1486507,-
SPN23F_RS07720,,NAD(P)/FAD-dependent oxidoreductase,1486643,1487611,+
SPN23F_RS07725,,N-acetylmuramoyl-L-alanine amidase family protein,1487864,1488820,-
SPN23F_RS07730,,phage holin,1488824,1489156,-
SPN23F_RS07735,,phage holin family protein,1489160,1489576,-
SPN23F_RS07740,,hypothetical protein,1489586,1489849,-
SPN23F_RS07745,,DUF859 family phage minor structural protein,1489909,1491987,-
SPN23F_RS07750,,phage tail protein,1491998,1497025,-
SPN23F_RS07755,,distal tail protein Dit,1497027,1498541,-
SPN23F_RS07760,,tape measure protein,1498538,1501819,-
SPN23F_RS07765,,Gp15 family bacteriophage protein,1501812,1502381,-
SPN23F_RS07770,,hypothetical protein,1502394,1502882,-
SPN23F_RS07775,,phage tail tube protein,1502947,1503396,-
SPN23F_RS07780,,minor capsid protein,1503393,1503800,-
SPN23F_RS07785,,minor capsid protein,1503800,1504144,-
SPN23F_RS07790,,putative minor capsid protein,1504144,1504515,-
SPN23F_RS07795,,hypothetical protein,1504505,1504897,-
SPN23F_RS07800,,hypothetical protein,1504940,1505173,-
SPN23F_RS07805,,hypothetical protein,1505184,1506065,-
SPN23F_RS07810,,phage scaffolding protein,1506083,1506646,-
SPN23F_RS07815,,phage minor capsid protein,1506785,1507936,-
SPN23F_RS13580,,hypothetical protein,1507979,1508152,-
SPN23F_RS07820,,phage portal protein,1508139,1509707,-
SPN23F_RS07825,,PBSX family phage terminase large subunit,1509720,1511030,-
SPN23F_RS07830,,KGG domain-containing protein,1511020,1511475,-
SPN23F_RS07835,,hypothetical protein,1511679,1512425,-
SPN23F_RS07840,,DUF4417 domain-containing protein,1512406,1513500,-
SPN23F_RS07845,,hypothetical protein,1513566,1513958,-
SPN23F_RS07850,,DUF3310 domain-containing protein,1513955,1514197,-
SPN23F_RS07855,,YopX family protein,1514257,1514676,-
SPN23F_RS13290,,hypothetical protein,1514691,1514867,-
SPN23F_RS07860,,hypothetical protein,1514864,1515151,-
SPN23F_RS07865,,DUF1642 domain-containing protein,1515151,1515648,-
SPN23F_RS07870,,hypothetical protein,1515650,1515967,-
SPN23F_RS07875,,hypothetical protein,1516016,1516222,-
SPN23F_RS07880,,RusA family crossover junction endodeoxyribonuclease,1516224,1516625,-
SPN23F_RS07885,,crAss001 48 related protein,1516636,1516848,-
SPN23F_RS07890,,hypothetical protein,1516865,1517602,-
SPN23F_RS07895,,hypothetical protein,1517604,1518038,-
SPN23F_RS07900,,hypothetical protein,1518092,1518295,-
SPN23F_RS07905,,DNA cytosine methyltransferase,1518330,1519487,-
SPN23F_RS07910,ssb,single-stranded DNA-binding protein,1519513,1520058,-
SPN23F_RS13585,,hypothetical protein,1520048,1520224,-
SPN23F_RS07915,,DUF1351 domain-containing protein,1520246,1521238,-
SPN23F_RS07920,,ERF family protein,1521241,1521948,-
SPN23F_RS07925,,hypothetical protein,1521954,1522406,-
SPN23F_RS07930,,hypothetical protein,1522458,1522982,-
SPN23F_RS07935,,hypothetical protein,1523063,1523329,-
SPN23F_RS07940,,helix-turn-helix domain-containing protein,1523561,1523824,-
SPN23F_RS07945,,helix-turn-helix domain-containing protein,1524002,1524193,-
SPN23F_RS07950,,helix-turn-helix domain-containing protein,1524490,1524852,+
SPN23F_RS07955,,ImmA/IrrE family metallo-endopeptidase,1524874,1525254,+
SPN23F_RS07960,,hypothetical protein,1525268,1525618,+
SPN23F_RS07965,,tyrosine-type recombinase/integrase,1525737,1526864,+
